audio_path,transcription,speaker
dataset_fon\armandine\armandine_fongbe_corp009_101.wav,gba nu nu agban towe,armandine
dataset_fon\armandine\armandine_fongbe_corp009_102.wav,mi na go yi mawu gɔn,armandine
dataset_fon\armandine\armandine_fongbe_corp009_103.wav,a nɔ go din,armandine
dataset_fon\armandine\armandine_fongbe_corp009_104.wav,xɔ ɔ gɔ bo ɖo gbagba,armandine
dataset_fon\armandine\armandine_fongbe_corp009_105.wav,mawu wε ɖo gbε ɔ,armandine
dataset_fon\armandine\armandine_fongbe_corp009_106.wav,nutitε ɔ wu sin,armandine
dataset_fon\armandine\armandine_fongbe_corp009_107.wav,nutiitε ɔ tɔn sin,armandine
dataset_fon\armandine\armandine_fongbe_corp009_108.wav,jan batistu nɔ su xo ɖo gbexo mε,armandine
dataset_fon\armandine\armandine_fongbe_corp009_109.wav,ma gba atinkεn ɔ ɖu o,armandine
dataset_fon\armandine\armandine_fongbe_corp009_110.wav,e gbε kpεn nu vi tɔn,armandine
dataset_fon\armandine\armandine_fongbe_corp009_111.wav,gbade ce jεn na bi ɖiɖa ɔ myɔ wε nɔ hεn ci,armandine
dataset_fon\armandine\armandine_fongbe_corp009_112.wav,e nɔ lε gle,armandine
dataset_fon\armandine\armandine_fongbe_corp009_113.wav,e lε gle towe ganji,armandine
dataset_fon\armandine\armandine_fongbe_corp009_114.wav,nya ɖe lε gle bo do awinya e ɖɔ xwe su ɔ nu bi ɔ tεn e nɔ tεn kpɔn deji,armandine
dataset_fon\armandine\armandine_fongbe_corp010_001.wav,agidigbawun do gudo gbowεlε so so wε emi kpεnzɔn,armandine
dataset_fon\armandine\armandine_fongbe_corp010_002.wav,un xwe gboa ɖo bonu kanmε,armandine
dataset_fon\armandine\armandine_fongbe_corp010_003.wav,jloɖagbenɔ lε ɖo kpinkplɔn wε bona do wazɔ ɖo to mitɔn mε,armandine
dataset_fon\armandine\armandine_fongbe_corp010_004.wav,e ɖo nu ɖu wε,armandine
dataset_fon\armandine\armandine_fongbe_corp010_005.wav,din jεn e yi xwe gbe,armandine
dataset_fon\armandine\armandine_fongbe_corp010_006.wav,un ɖo akwε ɖayi,armandine
dataset_fon\armandine\armandine_fongbe_corp010_007.wav,un gosin janma tomε,armandine
dataset_fon\armandine\armandine_fongbe_corp010_008.wav,tɔ ɔ gba wu,armandine
dataset_fon\armandine\armandine_fongbe_corp010_009.wav,kpeto kpe awɔn,armandine
dataset_fon\armandine\armandine_fongbe_corp010_010.wav,e ci te geɖee,armandine
dataset_fon\armandine\armandine_fongbe_corp010_011.wav,awu ce gɔ,armandine
dataset_fon\armandine\armandine_fongbe_corp010_012.wav,e gbɔjɔ kan mε nu mi,armandine
dataset_fon\armandine\armandine_fongbe_corp010_013.wav,e gbandan gannu ɔ,armandine
dataset_fon\armandine\armandine_fongbe_corp010_014.wav,wɔ zozo nɔ gan yozo,armandine
dataset_fon\armandine\armandine_fongbe_corp010_015.wav,awadakpεkpε nɔ xɔ avɔ bo nɔ do ɖo xwe a gbejigbeji wε e nɔ do gbɔn,armandine
dataset_fon\armandine\armandine_fongbe_corp010_016.wav,e wa a ka tɔn,armandine
dataset_fon\armandine\armandine_fongbe_corp010_017.wav,un ko wa,armandine
dataset_fon\armandine\armandine_fongbe_corp010_018.wav,un fan gowe nu,armandine
dataset_fon\armandine\armandine_fongbe_corp010_019.wav,dada xɔ măga gbowun ɖe bε vivi kaka,armandine
dataset_fon\armandine\armandine_fongbe_corp010_020.wav,afɔ do gbe wε e ɖe bɔ mi yi gbo e do,armandine
dataset_fon\armandine\armandine_fongbe_corp010_021.wav,hwlεn mi gan sin nu nyanya mε,armandine
dataset_fon\armandine\armandine_fongbe_corp010_022.wav,un na byɔ gbe,armandine
dataset_fon\armandine\armandine_fongbe_corp010_023.wav,hwenu ji ɖo jija wε ɔ nukun we tɔn a,armandine
dataset_fon\armandine\armandine_fongbe_corp010_024.wav,dosu kanbyɔ dosi ɖɔ e na ɖu nu ace,armandine
dataset_fon\armandine\armandine_fongbe_corp010_025.wav,e kanbyɔ ɖɔ e ɖu nu aji,armandine
dataset_fon\armandine\armandine_fongbe_corp010_026.wav,hun gbe zo,armandine
dataset_fon\armandine\armandine_fongbe_corp010_027.wav,lee gbɔ ɖe ɔ wε hunɖe tɔn nɔ nɔ,armandine
dataset_fon\armandine\armandine_fongbe_corp010_028.wav,ye nɔ gbeji nu mawu,armandine
dataset_fon\armandine\armandine_fongbe_corp010_029.wav,e hεn xɔ ɔ gba,armandine
dataset_fon\armandine\armandine_fongbe_corp010_030.wav,un xwe yi gbe,armandine
dataset_fon\armandine\armandine_fongbe_corp010_031.wav,glagla dawe elɔ tɔn flayi din,armandine
dataset_fon\armandine\armandine_fongbe_corp010_032.wav,a na fya bo na yi aximε,armandine
dataset_fon\armandine\armandine_fongbe_corp010_033.wav,e gbijɔ agbadekun ɔ bo xɔ,armandine
dataset_fon\armandine\armandine_fongbe_corp010_034.wav,sin gbe nε gbe ɔ,armandine
dataset_fon\armandine\armandine_fongbe_corp010_035.wav,sin hwetεnu a bε azɔ ɖo finε,armandine
dataset_fon\armandine\armandine_fongbe_corp010_036.wav,axi ɔ jε gbawunjo,armandine
dataset_fon\armandine\armandine_fongbe_corp010_037.wav,e wε gbɔn to ɖo wemaxɔmε,armandine
dataset_fon\armandine\armandine_fongbe_corp010_038.wav,e gbɔn to nu mi,armandine
dataset_fon\armandine\armandine_fongbe_corp010_039.wav,e ɖo gudo ce,armandine
dataset_fon\armandine\armandine_fongbe_corp010_040.wav,eeo un jlo na xɔ atinkεn,armandine
dataset_fon\armandine\armandine_fongbe_corp010_041.wav,afɔ towe gbigba,armandine
dataset_fon\armandine\armandine_fongbe_corp010_042.wav,mεsi ɖe e,armandine
dataset_fon\armandine\armandine_fongbe_corp010_043.wav,e gudu wema ce lε bi,armandine
dataset_fon\armandine\armandine_fongbe_corp010_044.wav,nu lε ɖo guduu,armandine
dataset_fon\armandine\armandine_fongbe_corp010_045.wav,wema lε gbada,armandine
dataset_fon\armandine\armandine_fongbe_corp010_046.wav,wema ce lε guda,armandine
dataset_fon\armandine\armandine_fongbe_corp010_047.wav,e gbɔjɔ kan ɔ,armandine
dataset_fon\armandine\armandine_fongbe_corp010_048.wav,fεca ɔ fε gbla,armandine
dataset_fon\armandine\armandine_fongbe_corp010_049.wav,kan ɔ gbɔjɔ,armandine
dataset_fon\armandine\armandine_fongbe_corp010_050.wav,e gbε wan nu mi,armandine
dataset_fon\armandine\armandine_fongbe_corp010_051.wav,e gbada kwε do gan tɔn,armandine
dataset_fon\armandine\armandine_fongbe_corp010_052.wav,mi bo gba yεhwexɔ elɔ azan atɔn gbe ɔ un na lε vɔ ε gba,armandine
dataset_fon\armandine\armandine_fongbe_corp010_053.wav,un wu go ɖo nukɔn,armandine
dataset_fon\armandine\armandine_fongbe_corp010_054.wav,gan ɖe hwenu ɔ kan nɔ bla mε ɖo nukɔn ɖevo hwenu ɔ e nɔ bla ɖo gudo,armandine
dataset_fon\armandine\armandine_fongbe_corp010_055.wav,xo ɔ xɔn nu kun mε,armandine
dataset_fon\armandine\armandine_fongbe_corp010_056.wav,awo gbogbo ɖokpo wε nu nya ε,armandine
dataset_fon\armandine\armandine_fongbe_corp010_057.wav,e gba akpa tɔn nu mi,armandine
dataset_fon\armandine\armandine_fongbe_corp010_058.wav,e gba eɖee do,armandine
dataset_fon\armandine\armandine_fongbe_corp010_059.wav,nabi e ɖu do we,armandine
dataset_fon\armandine\armandine_fongbe_corp010_060.wav,un ɖo na mɔ nyavi ɔ,armandine
dataset_fon\armandine\armandine_fongbe_corp010_061.wav,un na wa yi,armandine
dataset_fon\armandine\armandine_fongbe_corp010_062.wav,e gbɔn vo,armandine
dataset_fon\armandine\armandine_fongbe_corp010_063.wav,e gbɔn vo nu mi,armandine
dataset_fon\armandine\armandine_fongbe_corp010_064.wav,e gεdε,armandine
dataset_fon\armandine\armandine_fongbe_corp010_065.wav,e ɖɔ emi na wa,armandine
dataset_fon\armandine\armandine_fongbe_corp010_066.wav,mi ma nɔ gdadogbado o,armandine
dataset_fon\armandine\armandine_fongbe_corp010_067.wav,ye ɖɔ jlε gannyii,armandine
dataset_fon\armandine\armandine_fongbe_corp010_068.wav,nya ɖe slɔ sin ahwan bε lε ma ɖu ni kooyi sε wε tε ma gbɔjε mi a,armandine
dataset_fon\armandine\armandine_fongbe_corp010_069.wav,tɔ towe na bo wa jε gblo fan ji hun ma do mɔ nuɖe na o,armandine
dataset_fon\armandine\armandine_fongbe_corp010_070.wav,nuɖuɖu tεnmεtεnmε,armandine
dataset_fon\armandine\armandine_fongbe_corp010_071.wav,bo ɖu nu ganji,armandine
dataset_fon\armandine\armandine_fongbe_corp010_072.wav,xɔ ɔ gblɔ do mi,armandine
dataset_fon\armandine\armandine_fongbe_corp010_073.wav,ye gble hwε do ta nu mi,armandine
dataset_fon\armandine\armandine_fongbe_corp010_074.wav,gba gbe nu mi,armandine
dataset_fon\armandine\armandine_fongbe_corp010_075.wav,atin ɔ gbε,armandine
dataset_fon\armandine\armandine_fongbe_corp010_076.wav,a nɔ ba gladi din,armandine
dataset_fon\armandine\armandine_fongbe_corp010_077.wav,e gan kpo ni,armandine
dataset_fon\armandine\armandine_fongbe_corp010_078.wav,e gbε ɖɔ nɔ ce kun na nε akwε o,armandine
dataset_fon\armandine\armandine_fongbe_corp010_079.wav,nyɔnu e un yi avɔ tɔn,armandine
dataset_fon\armandine\armandine_fongbe_corp010_080.wav,gode wε e dɔ,armandine
dataset_fon\armandine\armandine_fongbe_corp010_081.wav,adɔ ma dɔ a ɔ nukun nɔ dɔ a,armandine
dataset_fon\armandine\armandine_fongbe_corp010_082.wav,dan gblɔn ahwandan bɔ bese si te hwi ɖie nyi ɖie,armandine
dataset_fon\armandine\armandine_fongbe_corp010_083.wav,e zɔn guwun bo wa,armandine
dataset_fon\armandine\armandine_fongbe_corp010_084.wav,atin ɔ jlɔ gbannana,armandine
dataset_fon\armandine\armandine_fongbe_corp010_085.wav,kutɔnu goo,armandine
dataset_fon\armandine\armandine_fongbe_corp010_086.wav,xwegbe goo,armandine
dataset_fon\armandine\armandine_fongbe_corp010_087.wav,dagbo ce lε ɔ bεnε wε ye gosin bɔ e ji mi ɖo amerika tomε,armandine
dataset_fon\boris\boris_fongbe_corp005_001.wav,xo ɔ gbla to nu mi,boris
dataset_fon\boris\boris_fongbe_corp005_002.wav,avɔ elɔ gɔ,boris
dataset_fon\boris\boris_fongbe_corp005_003.wav,e kwiji,boris
dataset_fon\boris\boris_fongbe_corp005_004.wav,un do gbe nu we,boris
dataset_fon\boris\boris_fongbe_corp005_005.wav,e ɖu lεsin nusunnu mεvo,boris
dataset_fon\boris\boris_fongbe_corp005_006.wav,vi ce hɔn bo nɔ gbɔn gbegbe,boris
dataset_fon\boris\boris_fongbe_corp005_007.wav,hwlεn mi gan,boris
dataset_fon\boris\boris_fongbe_corp005_008.wav,e ma nyɔ xo ɖo gε,boris
dataset_fon\boris\boris_fongbe_corp005_009.wav,e gbo hwε gblulu,boris
dataset_fon\boris\boris_fongbe_corp005_010.wav,e gbijɔ gbadeti ɔ,boris
dataset_fon\boris\boris_fongbe_corp005_011.wav,nyε wε nyi aklunɔ mawu mitɔn,boris
dataset_fon\boris\boris_fongbe_corp005_012.wav,e ɖo anɔ gbagba ɖakɔn mε,boris
dataset_fon\boris\boris_fongbe_corp005_013.wav,ɖyiɔvi anɔ gbagba wε fan sin nu tɔli gan ɖalaga sin fan ba un ɖe a alɔ e fan sin ɔ ba un ɖe,boris
dataset_fon\boris\boris_fongbe_corp005_014.wav,e nɔ daziin bε nɔ wu fyo a,boris
dataset_fon\boris\boris_fongbe_corp005_015.wav,mi na gbo xɔ ɔ ɖo we,boris
dataset_fon\boris\boris_fongbe_corp005_016.wav,gan tεnwe mε,boris
dataset_fon\boris\boris_fongbe_corp005_017.wav,azɔn gbε sin,boris
dataset_fon\boris\boris_fongbe_corp005_018.wav,afɔkpa ɔ fyɔn mi,boris
dataset_fon\boris\boris_fongbe_corp005_019.wav,e kanbyɔ ε ɖɔ fitε e nɔ yi azɔmε ɖe aji,boris
dataset_fon\boris\boris_fongbe_corp005_020.wav,e ɖe dazɔmε,boris
dataset_fon\boris\boris_fongbe_corp005_021.wav,e gu we,boris
dataset_fon\boris\boris_fongbe_corp005_022.wav,wa se gbe nu mi,boris
dataset_fon\boris\boris_fongbe_corp005_023.wav,bo nukun mitɔn lε nɔ mɔ nu,boris
dataset_fon\boris\boris_fongbe_corp005_024.wav,gadagada kpowun ɔ ayi jεn nyavi ɔ jε sin kεkε ji,boris
dataset_fon\boris\boris_fongbe_corp005_025.wav,e kanbyɔ ɖɔ tɔ tɔn ɖo mɔto ace,boris
dataset_fon\boris\boris_fongbe_corp005_026.wav,e kanbyɔ ye ɖɔ mεjitɔ yetɔn lε nɔ do fongbe aji,boris
dataset_fon\boris\boris_fongbe_corp005_027.wav,sinnu gbla sin mi,boris
dataset_fon\boris\boris_fongbe_corp005_028.wav,e su gbadanu,boris
dataset_fon\boris\boris_fongbe_corp005_029.wav,ye ɖo na wa gbadanu,boris
dataset_fon\boris\boris_fongbe_corp005_030.wav,zinflu do gɔɔn din,boris
dataset_fon\boris\boris_fongbe_corp005_031.wav,e gbε ɖɔ vi tɔn ma yi azɔmε o,boris
dataset_fon\boris\boris_fongbe_corp005_032.wav,gan ɔ ɖɔ nu gbaan,boris
dataset_fon\boris\boris_fongbe_corp005_033.wav,gan ko xo xoxo,boris
dataset_fon\boris\boris_fongbe_corp005_034.wav,lee gbɔn un blo mɔ ɖie,boris
dataset_fon\boris\boris_fongbe_corp005_035.wav,ani gbe a tɔn,boris
dataset_fon\boris\boris_fongbe_corp005_036.wav,cakatu wε tɔn bɔ mi mɔ glo tɔn hla sɔ ε ɖu le ɔ mi mɔ a,boris
dataset_fon\boris\boris_fongbe_corp005_037.wav,go sin fi,boris
dataset_fon\boris\boris_fongbe_corp005_038.wav,nu gugu nε a wa nε,boris
dataset_fon\boris\boris_fongbe_corp005_039.wav,woo gbε,boris
dataset_fon\boris\boris_fongbe_corp005_040.wav,jɔhɔn gugu ɖe nyi egbe zan mε,boris
dataset_fon\boris\boris_fongbe_corp005_041.wav,e fun funfun do ji ce,boris
dataset_fon\boris\boris_fongbe_corp005_042.wav,e ɖo tavo ɔ glɔ,boris
dataset_fon\boris\boris_fongbe_corp005_043.wav,e ɖo wema towe gwlε,boris
dataset_fon\boris\boris_fongbe_corp005_044.wav,e ɖafɔ tɔn lε glɔ,boris
dataset_fon\boris\boris_fongbe_corp005_045.wav,e gan gan ɔ,boris
dataset_fon\boris\boris_fongbe_corp005_046.wav,e gan do ɔ,boris
dataset_fon\boris\boris_fongbe_corp005_047.wav,vi elɔ ɖo govi katoe,boris
dataset_fon\boris\boris_fongbe_corp005_048.wav,e ɖo hun ɔ te gliwun,boris
dataset_fon\boris\boris_fongbe_corp005_049.wav,e glo nu,boris
dataset_fon\boris\boris_fongbe_corp005_050.wav,e gbingbɔn yovozεn,boris
dataset_fon\boris\boris_fongbe_corp005_051.wav,e gbungbɔn klεn nu mi,boris
dataset_fon\boris\boris_fongbe_corp005_052.wav,enε ɔ ko kpe a mε,boris
dataset_fon\boris\boris_fongbe_corp005_053.wav,e gbla nu mε nu mi,boris
dataset_fon\boris\boris_fongbe_corp005_054.wav,lan xwe do geli nɔ xo amyɔsun a,boris
dataset_fon\boris\boris_fongbe_corp005_055.wav,gɔ na tɔn lo,boris
dataset_fon\boris\boris_fongbe_corp005_056.wav,gbεgɔnu wε nu hwε,boris
dataset_fon\boris\boris_fongbe_corp005_057.wav,ye sa vo nu tɔ ce gbɔ ji ce,boris
dataset_fon\boris\boris_fongbe_corp005_058.wav,un ɖo mawu gbe xo wε,boris
dataset_fon\boris\boris_fongbe_corp005_059.wav,jaan ɖo tavo ɔ ji,boris
dataset_fon\boris\boris_fongbe_corp005_060.wav,e fyan mε,boris
dataset_fon\boris\boris_fongbe_corp005_061.wav,e gbo mi do ɖo xwe gbe,boris
dataset_fon\boris\boris_fongbe_corp005_062.wav,ji gbo mi,boris
dataset_fon\boris\boris_fongbe_corp005_063.wav,e fyan mi,boris
dataset_fon\boris\boris_fongbe_corp005_064.wav,e na wa fyan we,boris
dataset_fon\boris\boris_fongbe_corp005_065.wav,e ku fyan mi,boris
dataset_fon\boris\boris_fongbe_corp005_066.wav,ma nu xo towe gba gba o,boris
dataset_fon\boris\boris_fongbe_corp005_067.wav,do kokwe kan sɔ nyi gblεlε,boris
dataset_fon\boris\boris_fongbe_corp006_001.wav,e jε gun,boris
dataset_fon\boris\boris_fongbe_corp006_002.wav,mi ɖo gbesugbesɔ,boris
dataset_fon\boris\boris_fongbe_corp006_003.wav,hlunhlun gbε ɖo fi din,boris
dataset_fon\boris\boris_fongbe_corp006_004.wav,ye jε tagba glolo,boris
dataset_fon\boris\boris_fongbe_corp006_005.wav,nyε wε a xo,boris
dataset_fon\boris\boris_fongbe_corp006_006.wav,un ɖo xo ɖɔ nu we wε,boris
dataset_fon\boris\boris_fongbe_corp006_007.wav,azɔwiwa kpo xoɖiɖɔ kpo ɔ ye ɖo ganmεganmε,boris
dataset_fon\boris\boris_fongbe_corp006_008.wav,gbe tε nε ɖɔ wε mi ɖe nε,boris
dataset_fon\boris\boris_fongbe_corp006_009.wav,hεn dεdε e nɔ ba gidigidi a,boris
dataset_fon\boris\boris_fongbe_corp006_010.wav,e gblɔ sin nu mi,boris
dataset_fon\boris\boris_fongbe_corp006_011.wav,atin ce wini hu towe,boris
dataset_fon\boris\boris_fongbe_corp006_012.wav,e da tu gbla,boris
dataset_fon\boris\boris_fongbe_corp006_013.wav,e da tu gbaan,boris
dataset_fon\boris\boris_fongbe_corp006_014.wav,e da tu gbɔ,boris
dataset_fon\boris\boris_fongbe_corp006_015.wav,e gan,boris
dataset_fon\boris\boris_fongbe_corp006_016.wav,e nu ahan mu bo nɔ dan gɔgɔ,boris
dataset_fon\boris\boris_fongbe_corp006_017.wav,hwi wε ɖɔ xo,boris
dataset_fon\boris\boris_fongbe_corp006_018.wav,un wa gɔn towe,boris
dataset_fon\boris\boris_fongbe_corp006_019.wav,e jayi gbli,boris
dataset_fon\boris\boris_fongbe_corp006_020.wav,e jayi gbiwun,boris
dataset_fon\boris\boris_fongbe_corp006_021.wav,nawe elɔ jε gbε ɖo mεmε bi bo sɔ ɖo nuɖe a,boris
dataset_fon\boris\boris_fongbe_corp006_022.wav,gbadεndεn ɖo funfun wε,boris
dataset_fon\boris\boris_fongbe_corp006_023.wav,hwi wu wε vi ɔ jayi,boris
dataset_fon\boris\boris_fongbe_corp006_024.wav,ahun fun,boris
dataset_fon\boris\boris_fongbe_corp006_025.wav,gan jayi ma bε gbe,boris
dataset_fon\boris\boris_fongbe_corp006_026.wav,e nɔ glɔn ji,boris
dataset_fon\boris\boris_fongbe_corp006_027.wav,badagla jayi ɔ gba jεn nɔ gba,boris
dataset_fon\boris\boris_fongbe_corp006_028.wav,nu ɔ ɖie tɔ gε do ji tɔn e,boris
dataset_fon\boris\boris_fongbe_corp006_029.wav,e hεn alin ɔ gɔn,boris
dataset_fon\boris\boris_fongbe_corp006_030.wav,atin gɔndɔngɔndɔn ji e nɔ gbɔn bo nɔ yi ɖiɖi ɔ ji,boris
dataset_fon\boris\boris_fongbe_corp006_031.wav,xɔ gban ɔ amlɔ nɔ gban a,boris
dataset_fon\boris\boris_fongbe_corp006_032.wav,do nε ɔ gbandaan,boris
dataset_fon\boris\boris_fongbe_corp006_033.wav,e hεn gan ɔ gɔndɔn,boris
dataset_fon\boris\boris_fongbe_corp006_034.wav,e dɔn kan ɔ fyɔn,boris
dataset_fon\boris\boris_fongbe_corp006_035.wav,ali nε ɔ gεdε din,boris
dataset_fon\boris\boris_fongbe_corp006_036.wav,ayi tɔn gεdε,boris
dataset_fon\boris\boris_fongbe_corp006_037.wav,afɔ tɔn gεdε,boris
dataset_fon\boris\boris_fongbe_corp006_038.wav,e gble gba,boris
dataset_fon\boris\boris_fongbe_corp006_039.wav,e xa gwe,boris
dataset_fon\boris\boris_fongbe_corp006_040.wav,e do gudo mi,boris
dataset_fon\boris\boris_fongbe_corp006_041.wav,ye bi fɔn ganji,boris
dataset_fon\boris\boris_fongbe_corp006_042.wav,un ɖu nu ɖebu a,boris
dataset_fon\boris\boris_fongbe_corp006_043.wav,ye ɖo mɔɖɔ gbo wε,boris
dataset_fon\boris\boris_fongbe_corp006_044.wav,a ɖo nyε zun wε,boris
dataset_fon\boris\boris_fongbe_corp006_045.wav,gbεnu wε gbo we,boris
dataset_fon\boris\boris_fongbe_corp006_046.wav,gbɔ nu mi xwii,boris
dataset_fon\boris\boris_fongbe_corp006_047.wav,e nɔ xo su a,boris
dataset_fon\boris\boris_fongbe_corp006_048.wav,nε azɔ towe ɖe gbɔn,boris
dataset_fon\boris\boris_fongbe_corp006_049.wav,un wazɔ,boris
dataset_fon\boris\boris_fongbe_corp006_050.wav,e gɔn azɔ wa,boris
dataset_fon\boris\boris_fongbe_corp006_051.wav,e wazɔ ganji a wε a,boris
dataset_fon\boris\boris_fongbe_corp006_052.wav,e ɖazɔ wa wε myamya,boris
dataset_fon\boris\boris_fongbe_corp006_053.wav,e wu fun gbɔn fi bi,boris
dataset_fon\boris\boris_fongbe_corp006_054.wav,kan ɖe ɔ ɖi ga ɖesu,boris
dataset_fon\boris\boris_fongbe_corp006_055.wav,a ɖɔ xo gbɔ,boris
dataset_fon\boris\boris_fongbe_corp006_056.wav,e hun myɔ gaɖagaɖa,boris
dataset_fon\boris\boris_fongbe_corp006_057.wav,sin sukpɔ ɖo nusunnu ɔ ji gboo,boris
dataset_fon\boris\boris_fongbe_corp006_058.wav,a nɔ fun mε din,boris
dataset_fon\boris\boris_fongbe_corp006_059.wav,nukun ce gba zin,boris
dataset_fon\boris\boris_fongbe_corp006_060.wav,ayi tɔn bi gba do,boris
dataset_fon\boris\boris_fongbe_corp006_061.wav,un mɔ ajijakuzεn ɖokpo bε wlo eɖee bo ci gbloboetwe,boris
dataset_fon\boris\boris_fongbe_corp006_062.wav,a na sixu mɔ gbadamaja klewun ɖe ɖo finε ma ɖu a,boris
dataset_fon\boris\boris_fongbe_corp006_063.wav,gεnnu mɔ lisε glo e kε ɔ mi na kpe,boris
dataset_fon\boris\boris_fongbe_corp006_064.wav,dawe gεgε ɖe wa ba we kpo,boris
dataset_fon\boris\boris_fongbe_corp006_065.wav,asi nabi wε a ɖo,boris
dataset_fon\boris\boris_fongbe_corp006_066.wav,sin gannaganna ɔ bese wε e nɔ hu,boris
dataset_fon\boris\boris_fongbe_corp006_067.wav,e hu eɖee,boris
dataset_fon\boris\boris_fongbe_corp007_001.wav,e ge azɔ tɔn,boris
dataset_fon\boris\boris_fongbe_corp007_002.wav,atin ɔ nɔ dan ginnyaa,boris
dataset_fon\boris\boris_fongbe_corp007_003.wav,go ji,boris
dataset_fon\boris\boris_fongbe_corp007_004.wav,e ɖo do,boris
dataset_fon\boris\boris_fongbe_corp007_005.wav,gbεtɔ vi jεn e nɔ xo mɔ a,boris
dataset_fon\boris\boris_fongbe_corp007_006.wav,kpakpa ɔ xo awa gbagba bo yi,boris
dataset_fon\boris\boris_fongbe_corp007_007.wav,un ɖu gan ni ɖo wezun mε,boris
dataset_fon\boris\boris_fongbe_corp007_008.wav,gbεmε nyɔ,boris
dataset_fon\boris\boris_fongbe_corp007_009.wav,e vivi ɖo gbεmε,boris
dataset_fon\boris\boris_fongbe_corp007_010.wav,vi lɔ nyɔ ɖεkpε,boris
dataset_fon\boris\boris_fongbe_corp007_011.wav,e gbogbo,boris
